brand,model,note,asin,date,price
LG,38BK95C-W,,B07CMGQC76,2018-12-04 08:16:00,1393.57
LG,38BK95C-W,,B07CMGQC76,2018-12-04 09:52:00,1393.56
LG,38BK95C-W,,B07CMGQC76,2018-12-04 10:42:00,1393.55
LG,38BK95C-W,,B07CMGQC76,2018-12-04 12:30:00,1393.54
LG,38BK95C-W,,B07CMGQC76,2018-12-04 14:56:00,1301.09
LG,38BK95C-W,,B07CMGQC76,2018-12-05 02:14:00,1393.61
LG,38BK95C-W,,B07CMGQC76,2018-12-05 04:00:00,1393.6
LG,38BK95C-W,,B07CMGQC76,2018-12-05 06:44:00,1393.59
LG,38BK95C-W,,B07CMGQC76,2018-12-05 07:46:00,1393.58
LG,38BK95C-W,,B07CMGQC76,2018-12-05 09:44:00,1393.57
LG,38BK95C-W,,B07CMGQC76,2018-12-05 12:18:00,1393.55
LG,38BK95C-W,,B07CMGQC76,2018-12-05 14:02:00,1393.54
LG,38BK95C-W,,B07CMGQC76,2018-12-05 14:48:00,1393.53
LG,38BK95C-W,,B07CMGQC76,2018-12-06 03:26:00,1393.61
LG,38BK95C-W,,B07CMGQC76,2018-12-06 05:16:00,1393.6
LG,38BK95C-W,,B07CMGQC76,2018-12-06 06:52:00,1393.59
LG,38BK95C-W,,B07CMGQC76,2018-12-06 07:52:00,1393.58
LG,38BK95C-W,,B07CMGQC76,2018-12-06 11:10:00,1393.57
LG,38BK95C-W,,B07CMGQC76,2018-12-06 15:40:00,1393.62
LG,38BK95C-W,,B07CMGQC76,2018-12-06 19:08:00,1393.6
LG,38BK95C-W,,B07CMGQC76,2018-12-06 23:12:00,1393.59
LG,38BK95C-W,,B07CMGQC76,2018-12-07 00:06:00,1393.58
LG,38BK95C-W,,B07CMGQC76,2018-12-07 03:56:00,1393.57
LG,38BK95C-W,,B07CMGQC76,2018-12-07 08:32:00,1393.56
LG,38BK95C-W,,B07CMGQC76,2018-12-07 11:06:00,1393.55
LG,38BK95C-W,,B07CMGQC76,2018-12-07 12:52:00,1393.54
LG,38BK95C-W,,B07CMGQC76,2018-12-07 13:44:00,857.99
LG,38BK95C-W,,B07CMGQC76,2018-12-07 20:40:00,1393.5
LG,38BK95C-W,,B07CMGQC76,2018-12-07 22:20:00,1393.49
LG,38BK95C-W,,B07CMGQC76,2018-12-08 00:44:00,1393.48
LG,38BK95C-W,,B07CMGQC76,2018-12-08 04:16:00,1393.47
LG,38BK95C-W,,B07CMGQC76,2018-12-08 06:50:00,1393.46
LG,38BK95C-W,,B07CMGQC76,2018-12-08 09:16:00,1393.45
LG,38BK95C-W,,B07CMGQC76,2018-12-08 10:12:00,1393.44
LG,38BK95C-W,,B07CMGQC76,2018-12-08 11:56:00,1393.43
LG,38BK95C-W,,B07CMGQC76,2018-12-08 13:24:00,1393.42
LG,38BK95C-W,,B07CMGQC76,2018-12-08 15:36:00,1393.41
LG,38BK95C-W,,B07CMGQC76,2018-12-08 16:32:00,1393.4
LG,38BK95C-W,,B07CMGQC76,2018-12-08 19:08:00,1393.39
LG,38BK95C-W,,B07CMGQC76,2018-12-08 20:48:00,1393.38
LG,38BK95C-W,,B07CMGQC76,2018-12-08 23:30:00,1393.37
LG,38BK95C-W,,B07CMGQC76,2018-12-09 00:20:00,1393.57
LG,38BK95C-W,,B07CMGQC76,2018-12-09 02:04:00,1393.56
LG,38BK95C-W,,B07CMGQC76,2018-12-09 03:52:00,1393.55
LG,38BK95C-W,,B07CMGQC76,2018-12-09 05:30:00,1393.54
LG,38BK95C-W,,B07CMGQC76,2018-12-09 07:16:00,1393.53
LG,38BK95C-W,,B07CMGQC76,2018-12-09 08:04:00,1393.52
LG,38BK95C-W,,B07CMGQC76,2018-12-09 09:56:00,1393.51
LG,38BK95C-W,,B07CMGQC76,2018-12-09 11:30:00,1393.5
LG,38BK95C-W,,B07CMGQC76,2018-12-09 14:12:00,1393.49
LG,38BK95C-W,,B07CMGQC76,2018-12-09 15:08:00,1393.48
LG,38BK95C-W,,B07CMGQC76,2018-12-09 16:00:00,1393.47
LG,38BK95C-W,,B07CMGQC76,2018-12-09 17:48:00,1393.46
LG,38BK95C-W,,B07CMGQC76,2018-12-09 19:34:00,1393.45
LG,38BK95C-W,,B07CMGQC76,2018-12-09 21:12:00,1393.44
LG,38BK95C-W,,B07CMGQC76,2018-12-09 22:56:00,1393.43
LG,38BK95C-W,,B07CMGQC76,2018-12-10 01:12:00,1393.42
LG,38BK95C-W,,B07CMGQC76,2018-12-10 02:04:00,1393.41
LG,38BK95C-W,,B07CMGQC76,2018-12-10 03:40:00,1393.4
LG,38BK95C-W,,B07CMGQC76,2018-12-10 05:32:00,1393.39
LG,38BK95C-W,,B07CMGQC76,2018-12-10 06:18:00,1393.38
LG,38BK95C-W,,B07CMGQC76,2018-12-10 08:06:00,1393.37
LG,38BK95C-W,,B07CMGQC76,2018-12-10 09:54:00,1393.36
LG,38BK95C-W,,B07CMGQC76,2018-12-10 11:36:00,1393.35
LG,38BK95C-W,,B07CMGQC76,2018-12-10 12:28:00,1393.34
LG,38BK95C-W,,B07CMGQC76,2018-12-10 14:16:00,1393.33
LG,38BK95C-W,,B07CMGQC76,2018-12-10 15:52:00,1393.32
LG,38BK95C-W,,B07CMGQC76,2018-12-10 18:28:00,1393.62
LG,38BK95C-W,,B07CMGQC76,2018-12-10 19:24:00,1393.61
LG,38BK95C-W,,B07CMGQC76,2018-12-10 22:08:00,1393.62
LG,38BK95C-W,,B07CMGQC76,2018-12-10 23:52:00,1393.61
LG,38BK95C-W,,B07CMGQC76,2018-12-11 01:30:00,1393.6
LG,38BK95C-W,,B07CMGQC76,2018-12-11 02:28:00,1393.59
LG,38BK95C-W,,B07CMGQC76,2018-12-11 04:16:00,1393.58
LG,38BK95C-W,,B07CMGQC76,2018-12-11 05:56:00,1393.57
LG,38BK95C-W,,B07CMGQC76,2018-12-11 07:42:00,1393.56
LG,38BK95C-W,,B07CMGQC76,2018-12-11 09:20:00,1393.55
LG,38BK95C-W,,B07CMGQC76,2018-12-11 11:10:00,1393.54
LG,38BK95C-W,,B07CMGQC76,2018-12-11 12:58:00,1393.53
